ID,grade,teacher,time,T1,T2,T3,T4,S1,S2,S3,S4,S5,purpose,criteria,generality,evidence,audience1,audience2
301202,5,2,1,,1,,,0,0,0,0,0,The purpose of my model is to understand the real thing. I will use my model for testing the real thing and collect data.,"Good details, people can understand what you are talking about and be specific and show good drawing. It should be neatly drawn.",It should explain all the types of evaporation. Because then it would be better instead of showing so many models you can just show one.,Yes. It uses the particle nature of matter and conversion from liquid to gas.,"Classmates, myself and other people.",Water can still evaporate even though are no clouds. I could show an experiment.
301204,5,2,1,,1,,,0,0,0,0,0,"I would use my model for condensation, evaporation, and the purpose.",Putting the write combinations and making them work.,It should mainly focus on the situation because that is what it is mainly about.,It uses information on the model that I'm using.,My model is for condensation.,Evaporation is when water turns into a gas and goes to the clouds.
301211,5,2,1,,1,,,0,0,0,0,0,My model mite be used for showing the water heating up and then it evaporates. ,I think that it needs to show gas in the model because it shows a liquid turning into a gas.,I think it should focus one thing. You don't need to focus on all the things about how evaporations happens because it's to much.,Yes I think it does because it shows the liquid turning into a gas and heat.,I think my model was for my self and for my grad.,I would say evaporation is when a liquid (like water) turns into a gas (goes in the air).
301212,5,2,1,,1,,,0,0,0,0,1,My model shows how the water in the fish tank goes into the air. I could show people how evaporation happens.,"A good model shows the water going into the air or shows GAME (generality, audience, mechanism and evidence).",I think it should explain all the different ways of evaporation. Because if you would focus on one idea you wouldn't know what would happen to a fish bowl when it losses water.,Yes I think it does. It uses this information because I learned from the computer and from my parents.,I think my model is for my class and my self.,I would explain that the water forms a cloud and doesn't go into one.
301215,5,2,1,,1,,,0,0,0,0,0,The purpose of the model is to show evaporation. You use the model for evaporation.,"A good model is original, neat, descriptive, and not confusing.",It should focus on one thing because it is easier to understand and it is faster.,Yes it should it by having evaporation temp. and humidity. ,My model is for evaporation.,I could convince them by showing them my model.
301224,5,2,1,,1,,,0,0,0,0,0,The purpose of my model is that people can learn what evaporation is I could use this model for learning what evaporation is. ,"Being neat makes a good model. GAME. also makes a good model because it means generality, audience, mechanism, and evidence.",I think it should explain all the different ways that evaporation happens. Because if people see it they should know all the different ways that evaporation happens.,Yes because I took notes on what should be in my model and added them.,People who want to learn about evaporation.,By not showing clouds and by showing gas particles.
301225,5,2,1,,1,,,0,0,0,0,0,Purpose of my model is the kids are playing foot ball and sweating a lot after some time the sweat became water vapor and turned into gas.,"What makes a good model is it has to have pictures, details, description and evidence.","I think it should explain all the different ways the that evaporation happens. Because it should have details, evidence, and pictures and the process.",Yes it does all those things in it. Yes it does use this information because it shows evaporation and shows the cycle.,My model is for evaporation it shows cycles.,I would explain it as the rain has a cycle first it shows how water goes up. Water in puddles evaporates into the clouds because of the heat from the sun.
301230,5,2,1,,1,,,0,0,0,0,0,I think the purpose of the model is to help us understand evaporation and it will help me to understand condensation and.,Show all the scientific ideas and show humidity also show game.,No because you want it to be general.,Yes it use this info. To show how the particles behave.,Meteorologists.,I would say do you see water going straight up into the air?
301146,5,1,2,2,,,,0,0,0,0,0,My model can be used for a good way to remind me and give me good ideas about condensation. The purpose of my model is to help other people learn more about condensation. ,My model haves arrows and an explanation than gives you evidence. Then I show how it happen then I explained why it happened. That would be my Mechanism piece of my model. I said it was a cold can and not make it perspire like coke can that would be great.,I think that it should explain all different ways because it dose go under the concept of generality and if it doesn't have generality it wouldn't be a good model.,Yes it does. My model shows a warm can and a cold can and it shows a that warm cans don't get any water on it unlike the cold can.,I think that this model is for people that want to know about condensation.,Well if it was seeping though the container then if there is little holes in the container then it all be gone in the can in like 10 seconds and plus after it warms up world it still be there no!
301148,5,1,2,2,,,,0,0,0,0,0,The purpose of my model is to see if I have a good idea of condensation (or other scientific topics). I will se this model to show the audience how condensation happens and share it with my class. ,"A good model is made by have a general idea and not something specific. Audience to help the person looking at your model with arrows, labels, and etc. Mechanism to show how it works. Evidence to give proof that this is what really happens.",It should explain all situations. Because all the situations are condensation and if it just explained one situation then it wouldn't be condensation.,"Yes because I used molecules, temperature, air and water.",Me to understand condensation and the audience to get a better understanding of condensation. ,I would tell them how and if they still think that way I will show them my model and show them the simulations and if they still think that way I will show them a real world idea of condensation.
301149,5,1,2,2,,,,0,0,0,0,0,The purpose of my model is to show condensation. I would use my model for showing condensation and how it works.,"A good model shows arrows, labels, words, is neat, shows how and why has a key, has proof, and explains other phenomena.",It should focus on a specific situation. It has to show the generality piece in MSU,"Yes. My model uses ideas from my friends and teacher by using molecules, labels, and arrows.",I think my model is for Mrs. J and MSU. researchers and me.,Condensation is when the water vapor in the air gets close to a cold object the molecules slowdown and come together and once enough molecules come together you see water droplet or by showing them by model.
301157,5,1,2,2,,,,0,0,0,0,0,My purpose is to help a person understand the scientific idea. If somebody was confused and needed help understanding.,"Accurate facts, shows and tells the how and why, is easy to understand (not confusing), everything in the model is needed, arrows, labels, maybe a key, show and tells the big scientific idea, can explain different phenomenon.",All phenomenon. Because a small child might think that the specific phenomenon is the only way that the condensation can occur. ,"Yes. Because like all of my information came from the classroom. So I have to use at least some of it in my model, right?","Anyone and everybody! Scientists ,teachers, doctors, even newborn babies. Everybody!","I would show them my model, probably go online to scientific websites, bring them to my science teacher, and show them an experiment through a tape recording."
301167,5,1,2,2,,,,0,0,0,0,0,The purpose of my model is to inform and teach whoever about condensation. It is also to help me so I understand condensation. I would use my model to teach my peers about condensation or to study for a test.,"A good model shows the main scientific idea through labels, arrows, and explanations. It shows the ""how"" and ""why"" and doesn't leave the audience asking, ""ok, but why does that happen?"" Through all this it is understandable and neat and organized.",All the different ways that condensation happens. Because then if not that means you are ignoring the generality piece in GAME and it cannot be used to explain other phenomena.,Yes. It uses it because that is where I got my evidence to prove my theory's.,To help me to better understand and others to better understand,"I would tell them that if water seeps through the inside of a container than (like with the icepack) it would be blue, and all that water inside would be gone in minutes."
301169,5,1,2,2,,,,0,0,0,0,0,The purpose of my model is to show condensation. My model would be for people who may not know what it is.,"Some things are labels, molecules, arrows, explanation, key, and a phenomena.",Yes  because it could help explaining different phenomena but would still involve condensation.,Yes because it is useful when you want to refer to condensation.,Any thing that my model is useful for that includes condensation.,When water evaporates it goes to the outside of the cup or object and is called condensation.
301170,5,1,2,2,,,,0,0,0,0,0,I think the purpose of my model is to teach people about how condensation works. I would use my model to see in later years how much progress I have made.,"What makes a good model is labels, explanation, evidence, not to specific.",I think it should explain all the different ways condensation happens because condensation doesn't just happen on pop cans or ice packs it happens on anything that is cold with warm water vapor around it.,Yes it dose it has the molecules from the simulations and has proof from the experiments.,I think it for the people learning about condensation.,What I would do is show them my model and if that doesn't work I would get something cold without water in it and they would see how the water droplet appear on that surface.
301118,5,1,2,2,,,,0,0,0,0,0,Why do cold surfaces have water on it. To explain how condensation or evaporation.,"Molecules, keys, arrows, prove, explanation, a big idea, phenomena, audience.",I think you should have any you want. So your audience doesn't think thats the only way condensation happens.,Yes it shows condensation on a window and thats one of the things we did.,To help them learn or help other people learn.,Well I would ask them do you see the water on the table and then ill explain it to them.
301120,5,1,2,2,,,,2,0,0,0,0,The purpose of my model is to explain condensation. I might use my model to explain to somebody condensation if they didn't know what it was.,"A good model makes sense, has evidence, how? And why? Are explained, has data, and focuses on the scientific idea.",I think my model should mainly focus on a specific situation. Because then it doesnt' go off in a bunch of different directions and get confusing.,"Yes. In class they talked about how a Coke can with moisture on it, has to do with condensation, so I included something like it in my model (the Diet Pepsi can).",10-12 year olds.,Show them my model and explain it to them and try to convince them.
301123,5,1,2,2,,,,0,0,0,0,0,"My model's purpose is to persuade people who look at my model to know that the molecules get colder when they come near a cold object, they slow down. I might use my model to help me learn how condensation forms.","The one thing a good model needs is MSU showing how and why, showing the condensation phenomenon. And evidence.",I think it should focus on one thing at a time. So it wouldn't get confusing with all the arrows and phenomenon also with the objects might be a whole another subject or now showing how and why.,"Yes it shows the way MSU works in generality, audience, mechanism, and evidence, all along with our investigations.",To show how condensation forms from molecules forming on a cold object.,"I might show them that the water comes from the air, not inside. I would show them my model. And they would see molecules cling to cold object and slowing down."
301125,5,1,2,2,,,,0,0,0,0,0,The purpose of my model is condensation. I might use this model to show somebody how condensation works.,MSU makes a good model which stands for: G = generality - relating real life phenomenon. A = Audience - to show labels/to make it clear and understand. M = Mechanism - showing a how and why explanation. E = evidence - showing evidence on how it works.,I think it should focus on multiple phenomenon I think that because if you were to show somebody that you wouldn't want them to think thats the only way that condensation works.,Yes it uses this information because I put in temperature change when my teacher told me was needed.,Anyone who wants to learn about condensation.,"I might convince them to a stronger scientific idea by showing them what I've learned in the lesson, and maybe doing a experiment with them."
301341,5,1,2,2,,,,0,0,0,0,0,My models purpose is to help understand condensation better. I might use my model for to understand because that is the purpose.,"by going through the MSU sheet and making sure that every sing little detail for condensation is included especially how and why, evidence, audience","Explain different kinds of condensation because if you use a cold pop can or ice pack, the person who is looking at my model will think that condensation only happens on a cold pop can or an ice pack.",A little bit because I left out the how and why piece and labels even if I had a key. But I used water vapor and other molecules. ,For anyone who doesn't understand condensation or is not clear about condensation.,I would do the ice pack experiment and who him and then when it is condensation I would tell the person that if it's seeping the ice pack condensation would turn blue because the ice pack is blue.
301130,5,1,2,2,,,,0,0,0,0,0,The purpose of my model is to explain condensation and show MSU,I show a lot of evidence witch is a big part of MSU,I think it shows a number of ways because your model needs evidence too show it mainly witch my model does.,Yes I think that it does. Because it shows MSU and other stuff.,I think it is for showing and explaining condensation.,Because water can not seep through a closed cup so it has to come from somewhere else witch is the air.
301131,5,1,2,2,,,,0,0,0,0,0,You would be able to use this model to explain how and why condensation happens in an understandable way. ,"What I think makes a good model is; making it neat and clear, to include things like arrows, labels, and keys, being able to explain of phenomena, showing the evidence on our model, having all of the extra drawings taken out.",,,,
301132,5,1,2,2,,,,0,0,0,0,0,"My model could be used for answering the question ""How and why does water go on a cold object overtime?""","A good model includes MSU Generality, which means is it general to explain other phenomena, audience does the audience understand, mechanism how and why, and evidence does your show proof.",I think,,,
301134,5,1,2,2,,,,0,0,2,0,0,To explain condensation.,IT needs the bi idea.,Yes because it is the same model but in a different way.,Yes because we did an experiment with a coke can.,People who don't know condensation.,When water vapor comes near a cold objet it slows down and turns back to a liquid.
301136,5,1,2,2,,,,0,0,0,0,0,,,Yes your model should explain different phenomena because then if someone for example does not understand how when you put your hand on a cold glass and fog is left and you show them our model of a coke can they would not understand it and would be confused.,Yes by the mol. And the mol. Moving and clumping together.,For the MSU research group and myself its for myself so I can understand condensation better.,I show them my model and explain to them why it doesn't seep through and if they still don't understand then I'd do the solar still model with them and show them.
301139,5,1,2,2,,,,0,0,0,0,0,For showing condensation to people who might not understand condensation.,"A key, molecules, water droplets, cold can, org., arrows and a explanation are all thing that make a good model you can.",Only the cold pop can and ice pack because they shouldn't see every thing in one model.,Yes because my teacher is the one who taught me about condensation in the first place.,I think my model is for smaller kids and adults.,I will show them my model and explain to them what really happens the molecules of the outside air comes in and since the pop can is so cold it is a big temperature change so it changes from a gas to a liquid because molecules are always moving so they hit against the can.
301140,5,1,2,2,,,,0,0,0,0,0,To explain condensation all of the pitchers and writing has something to do with condensation.,A good model explains all the phenomena in a big idea it explains how and why things happen and labels clearly what its showing and provides evidence.,All the different ways so that people know that condensation is everywhere not just on cold cans or ice packs.,Yes three of the captions explain about the movement of molecules that is from the simulations the cold can idea we witnessed in class and the teacher said a lot about the slowing down and clumping. ,People that aren't extremely knowledgeable on this matter that want to know more about it.,If you put something cold out even if it's empty you will see condensation on it try it besides what's the point of a glass that leaks
301141,5,1,2,2,,,,0,0,0,0,0,The purpose of my model is to show how condensation works. I would use my model to show someone condensation. ,"A good model shows generality, audience, mechanism and evidence.",I think my model should explain all the different ways. Because if it didn't your model wouldn't show all of condensation.,Yes yes it does because it has a explanation and things from the investigation. ,My model is for people who need a explanation on condensation.,I would show them my model and then try it out in real life.
301176,5,2,2,,2,,,0,0,0,0,0,To show condensation,Good models aren't specific. Good models are clear to others. Good models include detail. Good models are supported.,It should explain all the different ways that condensation happens so its not so specific.,Yes it shows condensations. It shows gas particles turning into a liquid.,Everybody.,When a gas hits a cold object it gets all the energy sucked out of it and turns into a liquid.
301178,5,2,2,,2,,,0,0,0,0,0,To show condensation.,Detail also a good model should stay on topic and show GAME.,I think that my model should explain all of the different ways condensation. Because condensation is gas turning into a liquid and every condensation model should show that.,Yes because it uses all of the information my class talked about.,No one.,By showing them a model of condensation and asking them to make a model of what they think is condensation.
301364,5,2,2,,2,,,0,0,0,0,0,The purpose of my model is to show condensation. I might use my model to collect water.,It should show GAME.,It should show all the different ways it happens. So it can be easier to understand condensation.,It does. It uses it by  showing GAME in all models.,A scientist.,I would convince by telling the process of the process of condensation.
301180,5,2,2,,2,,,0,0,0,0,0,To show what happens later and explain what happened.,What I said on number 2 above.,Yes so you can relate easily.,,,
301181,5,2,2,,2,,,0,2,0,0,0,The purpose of my model was to explain condensation. I might use it to show someone how condensation works. ,"A good model is general enough for any phenomenon, clear for the age group intended, shows what is happening and is backed by evidence.",Not to specific. A good model is general.,Yes. I put everything from memory and then check my to make sure I hadn't left anything else.,I think it is for explaining condensation.,"By doing an experiment with coke cans instead of a, say, water bottle. If the liquid seeped through, it would be coke, not water."
301182,5,2,2,,2,,,0,0,0,0,0,"To show condensation, to show other people how condensation works.",To be neat. To be showing how and why the model is about and is done.,I think the first one. Because there are a lot of different ways to show condensation.,It help me to find out that you can see condensation in only warm whether. ,To show condensation.,"I think that they now a little about condensation but, not a lot."
301189,5,2,2,,2,,,0,0,0,0,0,The purpose of my model is to show condensation. The model is useful for trying to get the idea of condensation.,"Water vapor and labels, arrows, water droplets, make models clear to understand about condensation.",,"Yes it uses water droplets and vapor, labels and arrows.",People who want to know about condensation.,Show them my models and experiments with my evidence.
301191,5,2,2,,2,,,0,0,0,0,0,My model might help explain condensation to someone who doesn't know much about it yet. Also so it can be compared to other models.,"The main way we were taught to make a good model is by using MSU. It is an acronym that stands for generality, audience, mechanism, and evidence. Following MSU will give you a good model.",,"Yes, you learned it, why not use it.",Learning condensation classes in the future.,"There are no holes in a container, so that can't happen."
301193,5,2,2,,2,,,0,0,0,0,0,The purpose of my model is to show condensation on a window.,What makes my model a good model is that I show details and use arrows.,Yes it wouldn't be a very good model if you didn't.,Yes I put it in a paragraph.,MSU.,close all possible holes.
301195,5,2,2,,2,,,0,0,0,0,0,Condensation.,Showing what used for.,No it would tack to long.,Yes it mack it easy to understand.,The people reading it.,Say that condensation is when water particles get formed all the outside.
301202,5,2,2,,2,,,0,0,0,0,0,The purpose of my model is to show people what I mean or what I am saying. I would use for other people to see what happens about their beliefs so I could change my model.,A good model needs to show a pictures. It needs labels and a good explanation of what you mean. It would probably show a time line.,It should show all different ways. Then your model will be better and people will understand it.,Yes because I took those pieces of information that I learned in class and put that into my model.,I think my model is for people everywhere.,I might convince them by showing them that water can't seep into the water.
301204,5,2,2,,2,,,0,0,0,0,0,The purpose of my model is condensation.,By making detail.,The situation you should focus on. Because it's smarter to think that way.,Yes it does because my model has different detail.,It's maybe for condensation.,It's has particles dripping out.
301211,5,2,2,,2,,,0,0,0,0,0,The purpose of my model was that it had a humidifier to show that their was humidity in the air and low temp. to speed it up.,I think that particles makes a good model and also humidity makes a good model.,I think it should focus on one thing because you don't need to show all of the things at once.,Yes it uses humidity because we did experiments about humidity and a cold and hot coke can in humidity.,I think my model is for myself.,Well I would say that when water (liquid) gets cold it condenses onto something like windows or grass.
301212,5,2,2,,2,,,0,0,0,0,2,The purpose of my model is to show what condensation works. I would use my model to help other people learn about condensation.,A good model shows how gas particles turn into water particles also it needs to be cold because if it's not cold the gas particles will not turn into water particles.,It should explain all the different ways. Because if someone who was never seen condensation they would be confused.,Yes it uses this information because I used what my classmates told me to add.,I think my model is for my teacher and class mates.,I would show the person my model then explain my ideas and then we could get a book to tell us.
301215,5,2,2,,2,,,0,0,0,0,0,The purpose of my model is to show how a can condensates. My model is used for condensation.,"A good model is neat, original, and not confusing.",Mainly one thing. Because than it is easier to understand and it is faster.,It uses stuff that I learned in class. It uses it by showing how after a while the can condensates.,This model is for my teacher.,I can convince that person by showing them my model and how condensation happens.
